PRODUTO           |KIT ID             |QTDE            |COD INTERNO
HIDRODEX 570      |100R12-12          |          0,5700|        11068
HIDRODEX 570      |112-12-12          |          2,0000|        11428
HIDRODEX 600      |100-10-10          |          1,0000|        11020
HIDRODEX 600      |2807-12            |          0,6000|        12311
HIDRODEX 600      |HG311-26-10 DK     |          1,0000|       335821
HIDRODEX 6000     |100-32-32          |          2,0000|        11039
HIDRODEX 6000     |100R2AT-32         |          6,0000|        11104
HIDRODEX 620      |100-12-12          |          1,0000|        11026
HIDRODEX 620      |100R2AT-12         |          0,6200|        11100
HIDRODEX 620      |112-12-12          |          1,0000|        11428
HIDRODEX 6200     |100-12-12          |          2,0000|        11026
HIDRODEX 6200     |100R12-12          |          6,2000|        11068
HIDRODEX 6200     |MP-25-12           |          6,2000|        21336
HIDRODEX 660      |100-32-32          |          1,0000|        11039
HIDRODEX 660      |100R2AT-32         |          0,6600|        11104
HIDRODEX 660      |101-32-32          |          1,0000|        11154
HIDRODEX 6X300    |100-6-6            |          1,0000|        11048
HIDRODEX 6X300    |100R1AT-6          |          0,3000|        11092
HIDRODEX 6X300    |112-8-6            |          1,0000|        11450
HIDRODEX 6X400    |100-6-6            |          1,0000|        11048
HIDRODEX 6X400    |100R1AT-6          |          0,4000|        11092
HIDRODEX 6X400    |112-8-6            |          1,0000|        11450
HIDRODEX 6X650    |100-6-6            |          2,0000|        11048
HIDRODEX 6X650    |100R2AT-6          |          0,6500|        11107
HIDRODEX 6X800    |100-6-6            |          1,0000|        11048
HIDRODEX 6X800    |100R2AT-6          |          0,8000|        11107
HIDRODEX 6X800    |112-6-6            |          1,0000|        11446
HIDRODEX 850      |100-16-16          |          1,0000|        11033
HIDRODEX 850      |100R12-16          |          0,8500|        11069
HIDRODEX 850      |HG207-34-16        |          1,0000|        18727
HIDRODEX 850      |MP-32              |          0,8500|        21337
HIDRODEX 8X600    |100R2AT-8          |          0,6000|        11108
HIDRODEX 8X600    |HG311-24-8 DKO     |          1,0000|       335205
HIDRODEX 8X600    |HG325-24-8 DKO     |          1,0000|       335704
HIDRODEX 930      |100R12-16          |          0,9300|        11069
HIDRODEX 930      |112-16-16          |          1,0000|        11434
HIDRODEX 930      |HG311-34-16 DK     |          1,0000|       335826
HIDRODEX 930      |MP-32              |          0,9300|        21337
HIDRODEX 950      |100-16-16          |          1,0000|        11033
HIDRODEX 950      |100R12-16          |          0,9500|        11069
HIDRODEX 950      |HG311-34-16 DK     |          1,0000|       335826
HIDRODEX.4000     |100-12-12          |          2,0000|        11026
HIDRODEX.4000     |100R12-12          |          4,0000|        11068
HIDRODEX.4000     |MP-25-12           |          4,0000|        21336
HIDRODEX.600      |100R12-16          |          0,6000|        11069
HIDRODEX.600      |112-16-16          |          1,0000|        11434
HIDRODEX.600      |HG311-34-16 DK     |          1,0000|       335826
HIDRODEX.600      |MP-32              |          0,6000|        21337
HIDROTORK 1670    |100-12-12          |          2,0000|        11026
HIDROTORK 1670    |100R2AT-12         |          1,6700|        11100
HIPERMAQ 1500     |100R2AT-12         |          1,5000|        11100
HIPERMAQ 1500     |105-16-12          |          1,0000|        11294
HIPERMAQ 1500     |112-12-12          |          1,0000|        11428
HIPERMAQ 1800     |100-10-8           |          1,0000|        11023
HIPERMAQ 1800     |100R2AT-8          |          1,8000|        11108
HIPERMAQ 1800     |112-10-8           |          1,0000|        11426
HIPERMAQ 3500     |100-12-12          |          1,0000|        11026
HIPERMAQ 3500     |100R2AT-12         |          3,5000|        11100
HIPERMAQ 3500     |112-12-12          |          1,0000|        11428
HIPERMAQ 6X460    |100-8-6            |          2,0000|        11053
HIPERMAQ 6X460    |100R2AT-6          |          0,4600|        11107
HIPERMAQ 8X700    |100R2AT-8          |          0,7000|        11108
HIPERMAQ 8X700    |101-8-8            |          1,0000|        11164
HIPERMAQ 8X700    |112-10-8           |          1,0000|        11426
HPA 6X12000       |100R2AT-6          |         12,0000|        11107
HPA 6X12000       |KARCHER-6-21       |          2,0000|       335951
HS 12X1150        |100-12-12          |          1,0000|        11026
HS 12X1150        |100R12-12          |          1,1500|        11068
HS 12X1150        |112-12-12          |          1,0000|        11428
HSF 4X1500        |100-4-4            |          1,0000|        11040
HSF 4X1500        |2807-5             |          1,5000|        12316
HSF 4X1500        |HG311-14-4 DKO     |          1,0000|       331916
HSF.4X1500        |100-4-4            |          2,0000|        11040
HSF.4X1500        |2807-5             |          1,5000|        12316
HSL 8X700         |100-8-8            |          2,0000|        11054
HSL 8X700         |100R1AT-8          |          0,7000|        11093
IDEAL 16X600      |100-16-16          |          1,0000|        11033
IDEAL 16X600      |100-20-16          |          1,0000|        11035
IDEAL 16X600      |100R1AT-16         |          0,6000|        11084
INDERP 12X2000    |100-16-12          |          1,0000|        11032
INDERP 12X2000    |100R2AT-12         |          2,0000|        11100
INDERP 12X2000    |103-16-12          |          1,0000|        11232
INDERP 12X2400    |100R12-12          |          2,4000|        11068
INDERP 12X2400    |MP-25-12           |          2,4000|        21336
INDERP 12X2400    |ORS-12-12          |          1,0000|        22111
INDERP 12X2400    |ORS90-12-12        |          1,0000|        22136
INDERP 12X960     |100R12-12          |          0,9600|        11068
INDERP 12X960     |ORS-12-12          |          2,0000|        22111
INDERP 16X520     |100R2AT-16         |          0,5200|        11101
INDERP 16X520     |105-16-16          |          1,0000|        11296
INDERP 16X520     |107-20-16          |          1,0000|        11338
INDERP 1X1250     |100-16-16          |          1,0000|        11033
INDERP 1X1250     |100R2AT-16         |          1,2500|        11101
INDERP 1X1250     |113-16-16          |          1,0000|        11474
INDERP 24X3250    |100R1AT-24         |          3,2500|        11086
INDERP 24X3250    |101-24-24          |          1,0000|        11153
INDERP 24X3250    |HG560-24-24        |          1,0000|        18844
INDERP 3/4X540    |100R2AT-12         |          0,5400|        11100
INDERP 3/4X540    |105-16-12          |          1,0000|        11294
INDERP 3/4X540    |HG325-30-12 DK     |          1,0000|       335700
INDERP 3/4X850    |100-12-12          |          1,0000|        11026
INDERP 3/4X850    |100R2AT-12         |          0,8500|        11100
INDERP 3/4X850    |112-12-12          |          1,0000|        11428
INDERP1/2X1200    |103-10-8           |          1,0000|        11225
INDERP1/2X1200    |2807-10            |          1,2000|        12310
INDERP1/2X1200    |PL-16-8            |          1,0000|        22354
INGERSOLL 2050    |100-8-8            |          2,0000|        11054
INGERSOLL 2050    |PT250 1/2          |          2,0500|        22665
INGERSOLL 2100    |100-4-4            |          2,0000|        11040
INGERSOLL 2100    |PT250 1/4          |          2,1000|        22666
INGERSOLL 250     |100-4-4            |          2,0000|        11040
INGERSOLL 250     |PT250 1/4          |          0,2500|        22666
INGERSOLL.2050    |102-6-6            |          2,0000|        11189
INGERSOLL.2050    |PT250 3/8          |          2,0500|        22669
INTERNEW 1100     |100R2AT-4          |          1,1000|        11105
INTERNEW 1100     |HG207-16-4         |          1,0000|        18703
INTERNEW 1100     |HG311-16-4 DKO     |          1,0000|       335688
INTERNEW 1800     |100R2AT-6          |          1,8000|        11107
INTERNEW 1800     |101-8-6            |          1,0000|        11163
INTERNEW 1800     |HG311-18-6-DKO     |          1,0000|       332605
INTERNEW 2600     |100R2AT-6          |          2,6000|        11107
INTERNEW 2600     |HG207-18-6T1       |          1,0000|        18706
INTERNEW 2600     |HG311-18-6-DKO     |          1,0000|       332605
JACTOR 2000       |202702-8-8         |          2,0000|        12081
JACTOR 2000       |2062-8-8           |          3,0000|        12162
JACTOR 2000       |GEOAGRI 6X1100     |          2,0000|       340646
JACTOR 2000       |GEOAGRI 6X1800     |          1,0000|       340647
JACTOR 2000       |GEOAGRI 8X1500     |          1,0000|       340649
JACTOR 2000       |GEOAGRI 8X310      |          1,0000|       340648
JACTOR 2000       |TVLA-12            |          3,0000|       340625
JAN 8X2000        |2807-10            |          2,0000|        12310
JAN 8X2000        |HG311-22-8 DKO     |          1,0000|       335701
JAN 8X2000        |UMA12X1/2B         |          2,0000|        26918
JP 16X1500        |100-16-16          |          1,0000|        11033
JP 16X1500        |100R1AT-6          |          1,5000|        11092
JP 16X1500        |101-16-16          |          1,0000|        11146
JP 16X1800        |100-16-16          |          1,0000|        11033
JP 16X1800        |100R1AT-16         |          1,8000|        11084
JP 16X1800        |101-16-16          |          1,0000|        11146
JR 16X1050        |EQUATOR-16         |          1,0500|       337873
JR 16X1050        |ORS-16-16          |          1,0000|        22115
JR 16X1050        |ORS90-16-16        |          1,0000|        22138
JR 16X720         |112-16-16          |          1,0000|        11434
JR 16X720         |113-16-16          |          1,0000|        11474
JR 16X720         |EQUATOR-16         |          0,7200|       337873
JR 20X700         |EQUATOR-20         |          0,7000|       338783
JR 20X700         |ORS-20-20          |          1,0000|        22116
JR 20X700         |ORS45-20-20        |          1,0000|        22128
JR 24X1450        |109-24-24          |          1,0000|        11387
JR 24X1450        |EQUATOR-24         |          1,4500|       338784
JR 24X1450        |ORS-24-24          |          1,0000|       340361
JR 24X2000        |100-24-24          |          1,0000|        11038
JR 24X2000        |100R1AT-24         |          2,0000|        11086
JR 24X2000        |101-24-24          |          1,0000|        11153
JR 24X2000        |2021-24-24         |          1,0000|        11979
JR 24X670         |109-24-24          |          1,0000|        11387
JR 24X670         |EQUATOR-24         |          0,6700|       338784
JR 24X670         |ORS-24-24          |          1,0000|       340361
JR 24X870         |EQUATOR-24         |          0,8700|       338784
JR 24X870         |ORS-24-24          |          2,0000|       340361
JR 2X5000         |100-32-32          |          1,0000|        11039
JR 2X5000         |100R1AT-32         |          5,0000|        11088
JR 2X5000         |101-32-32          |          1,0000|        11154
JR 4X10000        |100R2AT-4          |         10,0000|        11105
JR 4X10000        |KARCHER-4          |          2,0000|        20090
JR 4X1300         |100R1AT-4          |          1,3000|        11089
