BARRA           |NOME                                      |GRUPO  |UNIDADE     |ICMS       |ORIGEM    |COMPRA         |MARGEM     |VENDA          |EST MINIMO       |EST ATUAL        |KIT  |ATIVO  |COD INTERNO|NCM           |RED BASE   |OBS1                                                          |OBS2
112-16-16 DI    |TERMINAL FG 90 1.5/16X1 DI                |      4|UN          |    18,0000|000       |          48,51|   100,0000|          97,02|           1,0000|          13,0000|N    |S      |    29656  |84329000      |     0,0000|                                                              |                                                              
113-16-16 DI    |TERMINAL FG 45 1.5/16 X 1                 |      4|UN          |    18,0000|000       |          50,03|   100,0103|         100,07|           1,0000|           4,0000|N    |S      |    29657  |84329000      |     0,0000|                                                              |                                                              
202702-5-4      |ADAPTADOR 702 1/2U X 7/16J                |      8|UN          |    18,0000|000       |           1,96|   100,0000|           3,92|           1,0000|          31,0000|N    |S      |    29664  |73071920      |     0,0000|                                                              |                                                              
BANJO-19-10 45  |TERMINAL BANJO 45 19X5/8                  |      2|UN          |    18,0000|000       |          11,47|   100,0000|          22,94|           1,0000|          21,0000|N    |S      |    29665  |84329000      |     0,0000|                                                              |                                                              
VIRAL 12X1250   |MANGUEIRA VIRAL 3/4X1250                  |     12|UN          |    18,0000|000       |          60,10|   100,0000|         120,20|           1,0000|          -1,0000|S    |S      |    29686  |              |     0,0000|MEDIDA P.P.                                                   |                                                              
PC06-01         |CONECTOR MACHO INST 06X1/8                |      3|UN          |    18,0000|000       |           0,99|   100,0000|           1,98|           1,0000|        2559,0000|N    |S      |    29706  |74122000      |     0,0000|                                                              |                                                              
PC06-02         |CONECTOR MACHO INST 06X1/4                |      3|UN          |    18,0000|000       |           0,99|   100,0000|           1,98|           0,0000|        2685,0000|N    |S      |    29707  |74122000      |     0,0000|                                                              |                                                              
PC08-02         |CONECTOR MACHO INST 08X1/4                |     20|UN          |    18,0000|000       |           1,21|   100,0000|           2,42|           0,0000|        8591,0000|N    |S      |    29708  |74122000      |     0,0000|                                                              |                                                              
PC1/4-N1        |CONECTOR MACHO INST 1/4X1/8N              |      3|UN          |    18,0000|000       |           2,60|   100,0000|           5,20|           1,0000|         790,0000|N    |S      |    29710  |74122000      |     0,0000|                                                              |                                                              
PC1/4-N2        |CONECTOR MACHO INST 1/4X1/4               |      4|UN          |    18,0000|000       |           2,47|   100,0000|           4,94|           1,0000|        1701,0000|N    |S      |    29711  |74122000      |     0,0000|                                                              |                                                              
3D 3/4X550      |MANGUEIRA 3D 3/4X550                      |     12|UN          |    18,0000|000       |          50,30|   100,0000|         100,60|           1,0000|           1,0000|S    |S      |    29724  |40092110      |     0,0000|MEDIDA P.P. INCLUINDO O ADAPTADOR                             |ACOMPANHA 01-2021-12-12                                       
PL06-02         |COTOVELO MACHO GIR INST 06X1/4            |     20|UN          |    18,0000|000       |           1,70|   100,0000|           3,40|           1,0000|         507,0000|N    |S      |    29761  |39174090      |     0,0000|                                                              |                                                              
BASE 1X1600     |MANGUEIRA BASE 1X1600                     |     12|UN          |    18,0000|000       |         103,04|   100,0000|         206,08|           1,0000|           1,0000|S    |S      |    29764  |40092110      |     0,0000|MEDIDA P.P.                                                   |                                                              
PE06            |TEE UNIAO INST 06MM                       |     20|UN          |    18,0000|000       |           0,95|   100,0000|           1,90|           1,0000|        1147,0000|N    |S      |    29778  |39174090      |     0,0000|                                                              |                                                              
MASTER 12X1200  |MANGUEIRA 3/4X4TAX1200 C/PROTECAO         |     12|UN          |    18,0000|000       |          89,47|   100,0111|         178,95|           1,0000|           1,0000|S    |S      |    29788  |40092110      |     0,0000|P.P.                                                          |                                                              
UMA12X3/8N      |UNIAO MACHO UMA 12X3/8N                   |      4|UN          |     0,0000|060       |           4,90|   100,0000|           9,80|           5,0000|         423,0000|N    |S      |   326927  |73071920      |     0,0000|                                                              |                                                              
2061-4-4        |COTOVELO 45 OR. 7/16UX7/16J               |      4|UN          |    18,0000|000       |           6,13|   100,0000|          12,26|           1,0000|          11,0000|N    |S      |   329870  |              |     0,0000|                                                              |                                                              
MEPU 8X7MTS     |MANGUEIRA ESPIRAL PU 8X7MTS AZUL          |      6|UN          |    18,0000|000       |          17,04|   100,0000|          34,08|           1,0000|         235,0000|N    |S      |   329893  |39173290      |     0,0000|                                                              |                                                              
PC04-M5         |CONECTOR MACHO INST 04XM5                 |      3|UN          |    18,0000|000       |           1,01|   100,0000|           2,02|           1,0000|         132,0000|N    |S      |   329897  |74122000      |     0,0000|                                                              |                                                              
PC12-04         |CONECTOR MACHO INST 12X1/2                |      3|UN          |    18,0000|000       |           2,61|   100,0000|           5,22|           1,0000|         651,0000|N    |S      |   329898  |74122000      |     0,0000|                                                              |                                                              
PL06-01         |COTOVELO MACHO GIR INST 06X1/8            |     20|UN          |     0,0000|060       |           1,24|   100,0000|           2,48|           1,0000|        1624,0000|N    |S      |   329899  |39174090      |     0,0000|                                                              |                                                              
PL3/8-N2        |COTOVELO MACHO GIR INST 3/8X1/4N          |     20|UN          |    18,0000|000       |           2,80|   100,0000|           5,60|           1,0000|         361,0000|N    |S      |   329900  |39174090      |     0,0000|                                                              |                                                              
PL1/4-N1        |COTOVELO MACHO GIR INST 1/4X1/8           |     20|UN          |    18,0000|000       |           1,35|   100,0000|           2,70|           1,0000|         394,0000|N    |S      |   329902  |39174090      |     0,0000|                                                              |                                                              
PL1/4-N2        |COTOVELO MACHO GIR INST 1/4X1/4           |     20|UN          |    18,0000|000       |           3,25|   100,0000|           6,50|           1,0000|         422,0000|N    |S      |   329903  |39174090      |     0,0000|                                                              |                                                              
810308 P        |UNIAO RETA INST 08MM                      |     20|UN          |    18,0000|000       |           0,95|   100,0000|           1,90|           1,0000|        1489,0000|N    |S      |   329904  |39174090      |     0,0000|                                                              |                                                              
PU1/4           |UNIAO RETA INST 1/4                       |     20|UN          |    18,0000|000       |           2,10|   100,0000|           4,20|           1,0000|        1163,0000|N    |S      |   329906  |39174090      |     0,0000|                                                              |                                                              
PC10-04         |CONECTOR MACHO INST 10X1/2                |     20|UN          |    18,0000|000       |           2,94|   100,0000|           5,88|           1,0000|         693,0000|N    |S      |   329907  |74122000      |     0,0000|                                                              |                                                              
MATARAIA 630    |MANGUEIRA MATARAIA 1/2X630                |     12|UN          |    18,0000|000       |          23,57|   100,0424|          47,15|           1,0000|           1,0000|S    |S      |   329913  |40092110      |     0,0000|                                                              |                                                              
PU3/8           |UNIAO RETA INST 3/8                       |     20|UN          |    18,0000|000       |           2,80|   100,0000|           5,60|           1,0000|         369,0000|N    |S      |   329938  |39174090      |     0,0000|                                                              |                                                              
PU1/2           |UNIAO RETA INST 1/2                       |     20|UN          |    18,0000|000       |           1,65|   100,0000|           3,30|           1,0000|         284,0000|N    |S      |   329939  |39174090      |     0,0000|                                                              |                                                              
BASE 1X3200     |MANGUEIRA BASE 1X3200                     |     12|UN          |    18,0000|000       |         147,68|   100,0000|         295,36|           1,0000|           1,0000|S    |S      |   329971  |40092110      |     0,0000|MEDIDA P.P.                                                   |                                                              
PM06            |UNIAO PAINEL INST 06MM                    |      3|UN          |    18,0000|000       |           2,50|   100,0000|           5,00|           0,0000|          33,0000|N    |S      |   329973  |74122000      |     0,0000|                                                              |                                                              
PE1/2           |TEE UNIAO INST 1/2                        |      4|UN          |    18,0000|000       |           4,60|   100,0000|           9,20|           1,0000|         156,0000|N    |S      |   329974  |39174090      |     0,0000|                                                              |                                                              
FC300-32        |MANGUEIRA FC300 1.13/16                   |      1|MT          |    18,0000|000       |         170,00|   100,0000|         340,00|           1,0000|          29,7000|N    |S      |   330030  |40092110      |     0,0000|                                                              |                                                              
PC08-01         |CONECTOR MACHO INST 08X1/8                |      3|UN          |    18,0000|000       |           1,16|   100,0000|           2,32|           1,0000|        1578,0000|N    |S      |   330031  |74122000      |     0,0000|                                                              |                                                              
PC06-M5         |CONECTOR MACHO INST 06XM5                 |      3|UN          |    18,0000|000       |           1,10|   100,0000|           2,20|           1,0000|         182,0000|N    |S      |   330032  |74122000      |     0,0000|                                                              |                                                              
PE08            |TEE UNIAO INST 08MM                       |     20|UN          |    18,0000|000       |           1,10|   100,0000|           2,20|           1,0000|        1752,0000|N    |S      |   330033  |39174090      |     0,0000|                                                              |                                                              
PE10            |TEE UNIAO INST 10MM                       |     20|UN          |    18,0000|000       |           2,50|   100,0000|           5,00|           1,0000|         698,0000|N    |S      |   330034  |39174090      |     0,0000|                                                              |                                                              
PL10-02         |COTOVELO MACHO GIR INST 10X1/4            |     20|UN          |    18,0000|000       |           1,85|   100,0000|           3,70|           1,0000|        1533,0000|N    |S      |   330035  |39174090      |     0,0000|                                                              |                                                              
112-16-12 ESP   |TERMINAL FG 90 1.5/16J X 7/8              |      2|UN          |    18,0000|000       |          24,90|   100,0200|          49,80|           1,0000|          -3,0000|N    |S      |   330054  |84329000      |     0,0000|                                                              |                                                              
PC3/8-N2        |CONECTOR MACHO INST 3/8X1/4N              |      3|UN          |    18,0000|000       |           3,41|   100,0000|           6,82|           1,0000|         773,0000|N    |S      |   330082  |74122000      |     0,0000|                                                              |                                                              
PC10-02         |CONECTOR MACHO INST 10X1/4                |      3|UN          |    18,0000|000       |           1,79|   100,0000|           3,58|           1,0000|        4167,0000|N    |S      |   330083  |74122000      |     0,0000|                                                              |                                                              
PC1/2-N4        |CONECTOR MACHO INST 1/2X1/2N C 39561      |      3|UN          |    18,0000|000       |           3,68|   100,0000|           7,36|           1,0000|         336,0000|N    |S      |   330085  |74122000      |     0,0000|                                                              |                                                              
VACUO-6         |MANGUEIRA VACUO AR CINZA 6                |      1|MT          |    18,0000|000       |          32,17|   100,0000|          64,34|           1,0000|           7,0000|N    |S      |   330160  |              |     0,0000|                                                              |                                                              
FC300-12        |MANGUEIRA FC300 5/8                       |      1|MT          |    18,0000|000       |          51,91|   100,0000|         103,82|           1,0000|          74,2800|N    |S      |   330188  |40092110      |     0,0000|                                                              |                                                              
1/4X3700        |MANGUEIRA 1/4X3700                        |      7|UN          |    18,0000|000       |           0,00|  -100,0000|           0,00|           1,0000|           0,0000|N    |S      |   330197  |40092110      |     0,0000|                                                              |                                                              
VACUO 4         |MANGUEIRA VACUO AR CINZA 4                |      1|MT          |    18,0000|000       |          16,16|   100,0000|          32,32|           1,0000|          24,0000|N    |S      |   330207  |39173900      |     0,0000|                                                              |                                                              
3/4X4100        |MANGUEIRA 3/4X4200 C/TERMINAIS            |      7|UN          |    18,0000|000       |           0,00|  -100,0000|           0,00|           1,0000|           3,0000|N    |S      |   330255  |40092110      |     0,0000|                                                              |                                                              
113-16-14 ESP   |TERMINAL FG 45 1.5/16X7/8                 |      4|UN          |    18,0000|000       |          23,00|   100,0217|          46,00|           1,0000|          -4,0000|S    |S      |   330309  |              |     0,0000|                                                              |                                                              
MBC 250 3/4     |MANGUEIRA 3/4                             |      1|MT          |    18,0000|000       |          21,60|   100,0280|          43,21|           1,0000|          13,0000|N    |S      |   330327  |              |     0,0000|                                                              |                                                              
PULVERIZACAO    |MANGUEIRA PULVERIZACAO 1/2                |      1|MT          |    18,0000|000       |           2,05|   100,2439|           4,10|           1,0000|          66,0000|N    |S      |   330332  |              |     0,0000|                                                              |                                                              
7/8X2600        |MANGUEIRA 7/8X2600                        |      7|UN          |    18,0000|000       |           0,00|  -100,0000|           0,00|           1,0000|           0,0000|N    |S      |   330333  |40092110      |     0,0000|                                                              |                                                              
GOODYEAR 1/2    |MANGUEIRA GOODYER GVA 1/2X4000            |     12|MT          |    18,0000|000       |          36,00|   100,0138|          72,00|           1,0000|           1,0000|S    |S      |   330342  |              |     0,0000|MANG. VAPOR ATMOSFERICO 50 PSI 148§                           |                                                              
HE554-8-8 LG    |TERMINAL BSP JIC 90 1/2X1/2 LONGA         |      4|UN          |    18,0000|000       |           7,60|   100,0675|          15,21|           1,0000|           9,0000|N    |S      |   330346  |              |     0,0000|                                                              |                                                              
NESTLE 6X1670   |MANGUEIRA NESTLE 3/8X1670                 |     12|UN          |    18,0000|000       |          36,17|   100,0276|          72,35|           1,0000|           1,0000|S    |S      |   330392  |40092110      |     0,0000|MEDIDA P.P.                                                   |                                                              
112-16-14       |TERMINAL FG 90 1.5/16X7/8                 |      2|UN          |    18,0000|000       |          28,60|   100,0000|          57,20|           1,0000|          23,0000|N    |S      |   330448  |84329000      |     0,0000|                                                              |                                                              
113-16-14       |TERMINAL FG 45 1.5/16 X 7/8               |      2|UN          |    18,0000|000       |          28,60|   100,0000|          57,20|           1,0000|          19,0000|N    |S      |   330449  |84329000      |     0,0000|                                                              |                                                              
GUARIM 1/2X900  |MANGUEIRA GUARIM 1/2X900                  |     12|UN          |    18,0000|000       |          33,85|   100,0000|          67,70|           1,0000|           1,0000|S    |S      |   330498  |              |     0,0000|MEDIDA P.P  N§ 1 E N§ 2                                       |                                                              
GUARIM*8X1000   |MANGUEIRA GUARIM 1/2X1000                 |     12|UN          |    18,0000|000       |          37,30|   100,0000|          74,60|           1,0000|           1,0000|S    |S      |   330499  |              |     0,0000|MEDIDA P.P. POSICAO 270§ N§ 03                                |                                                              
GUARIM 1/4X500  |MANGUEIRA GUARIM 1/4X500                  |     12|UN          |    18,0000|000       |          13,45|   100,0000|          26,90|           1,0000|           1,0000|S    |S      |   330500  |              |     0,0000|MEDIDA P.P. N§ 04                                             |                                                              
GUARIM-1/4X900  |MANGUEIRA GUARIM 1/4X900                  |     12|UN          |    18,0000|000       |          17,65|   100,0000|          35,30|           1,0000|           1,0000|S    |S      |   330501  |              |     0,0000|MEDIDA P.P N§ 05                                              |                                                              
GUARIM-1/2X500  |MANGUEIRA GUARIM 1/2X500                  |     12|UN          |    18,0000|000       |          30,55|   100,0000|          61,10|           1,0000|           1,0000|S    |S      |   330502  |              |     0,0000|MEDIDA P.P. POSICAO 90§ N§ 06                                 |                                                              
GUARIM-1/2X800  |MANGUEIRA GUARIM 1/2X800                  |     12|UN          |    18,0000|000       |          32,50|   100,0000|          65,00|           1,0000|           1,0000|S    |S      |   330503  |              |     0,0000|MEDIDA P.P. N§ 09                                             |                                                              
GUARIM-1/2X550  |MANGUEIRA GUARIM 1/2X550                  |     12|UN          |    18,0000|000       |          28,22|   100,0350|          56,45|           1,0000|           1,0000|S    |S      |   330504  |              |     0,0000|MEDIDA P.P. N§ 10                                             |                                                              
GUARIM-3/4X300  |MANGUEIRA GUARIM 3/4X300                  |     12|UN          |    18,0000|000       |          42,80|   100,0000|          85,60|           1,0000|           1,0000|S    |S      |   330506  |              |     0,0000|MEDIDA P.P. N§ 11                                             |                                                              
GUARIM-10X1300  |MANGUEIRA GUARIM 5/8X1300                 |     12|UN          |    18,0000|000       |          23,24|   100,0000|          46,48|           1,0000|           1,0000|S    |S      |   330507  |              |     0,0000|MEDIDA P.P. N§ 12                                             |                                                              
GUARIM -8X1300  |MANGUEIRA GUARIM 1/2X1300                 |     12|UN          |    18,0000|000       |          33,35|   100,0000|          66,70|           1,0000|           1,0000|S    |S      |   330508  |              |     0,0000|MEDIDA P.P. N§ 13                                             |                                                              
GUARIM*10X1300  |MANGUEIRA GUARIM 5/8X1300                 |     12|UN          |    18,0000|000       |          45,80|   100,0000|          91,60|           1,0000|           1,0000|S    |S      |   330509  |              |     0,0000|MEDIDA P.P. N§ 14                                             |                                                              
OLHAL-19-10 45  |TERMINAL OLHAL 19-10 45                   |      4|UN          |    18,0000|000       |          12,00|   100,0416|          24,00|           1,0000|           2,0000|N    |S      |   330525  |              |     0,0000|                                                              |                                                              
ORS45-10-8      |TERMINAL FG 45 ORS 1X1/2                  |      2|UN          |    18,0000|000       |          14,90|   100,0000|          29,80|           1,0000|          -6,0000|N    |S      |   330534  |84329000      |     0,0000|                                                              |                                                              
2023-4-4        |COTOVELO 45 2023 1/4X7/16                 |      8|UN          |     0,0000|060       |           4,87|   100,0000|           9,74|           1,0000|          14,0000|N    |S      |   330535  |73071920      |     0,0000|                                                              |                                                              
1/2X560         |MANGUEIRA 1/2X560                         |     12|UN          |    18,0000|000       |           0,00|  -100,0000|           0,00|           1,0000|           0,0000|N    |S      |   330547  |40092110      |     0,0000|                                                              |                                                              
ORS-8-6 LG      |TERMINAL FG 90 ORS 13/16X3/8 LONGO        |      2|UN          |    18,0000|000       |          18,30|   100,0000|          36,60|           1,0000|           2,0000|N    |S      |   330549  |84329000      |     0,0000|                                                              |                                                              
2023-6-8        |COTOVELO 45 2023 3/8N X 3/4J              |      8|UN          |     0,0000|060       |          10,00|   100,0000|          20,00|           1,0000|          32,0000|N    |S      |   330587  |73071920      |     0,0000|                                                              |                                                              
ADAPTADOR 1/2   |ADAPTADOR .                               |      8|UN          |     0,0000|060       |           4,61|   100,1136|           9,23|           1,0000|         601,0000|N    |S      |   330669  |73079900      |     0,0000|                                                              |                                                              
202702-12B-12J  |ADAPTADOR 702 3/4B X 1.1/16J              |      8|UN          |     0,0000|060       |           8,61|   100,0000|          17,22|           0,0000|           4,0000|N    |S      |   330739  |73071920      |     0,0000|                                                              |                                                              
0006CP 08XM12   |COTOVELO MACHO 0006CP 08XM12              |      3|UN          |    18,0000|000       |           6,70|   100,0000|          13,40|           0,0000|          36,0000|N    |S      |   330748  |74122000      |     0,0000|                                                              |                                                              
PE1/4           |TEE UNIAO INST 1/4                        |     20|UN          |    18,0000|000       |           2,30|   100,0000|           4,60|           0,0000|         695,0000|N    |S      |   330774  |39174090      |     0,0000|                                                              |                                                              
JLA28           |JOELHO ORIENTAVEL JLA28 M36X2.0           |      4|UN          |     0,0000|060       |          54,62|   100,0000|         109,24|           0,0000|           6,0000|N    |S      |   330801  |73071920      |     0,0000|                                                              |                                                              
AGRIMAC 8X700   |MANGUEIRA AGRIMAC 1/2X700 (T)             |     12|UN          |    18,0000|000       |          36,13|   100,0000|          72,26|           0,0000|           0,0000|S    |S      |   330824  |39172900      |     0,0000|MEDIDA: P.P. FORA O ADAPTADOR - ACOMPANHA 01-2021-8-8         |                                                              
PL-28-16        |TERMINAL PL28X1                           |      2|UN          |    18,0000|000       |          13,68|   100,0000|          27,36|           0,0000|           2,0000|N    |S      |   330861  |              |     0,0000|                                                              |                                                              
PL-30-20        |TERMINAL PL30X1.1/4                       |      2|UN          |    18,0000|000       |          34,65|   100,0000|          69,30|           0,0000|           1,0000|N    |S      |   330862  |              |     0,0000|                                                              |                                                              
PLC-30-20       |TERMINAL PLC 90 30X1.1/4                  |      2|UN          |    18,0000|000       |          39,92|   100,0000|          79,84|           0,0000|           1,0000|N    |S      |   330863  |              |     0,0000|                                                              |                                                              
ORS45-16-12     |TERMINAL FG 45 ORS 1.7/16X3/4             |      2|UN          |    18,0000|000       |          28,40|   100,0000|          56,80|           1,0000|          13,0000|N    |S      |   330892  |84329000      |     0,0000|                                                              |                                                              
EASY 3/8X15MTS  |MANGUEIRA KYRAGE 3/8X15000 C/PROTECAO     |     12|UN          |    18,0000|000       |         205,25|   100,0000|         410,50|           0,0000|           0,0000|S    |S      |   330954  |40092110      |     0,0000|SM                                                            |                                                              
SPEL 16X2700    |MANGUEIRA SPEL 1X2700                     |     12|UN          |    18,0000|000       |         272,50|   100,0000|         545,00|           0,0000|           0,0000|S    |S      |   330960  |40092110      |     0,0000|P.P. POSICAO 180§                                             |                                                              
BASE 16X900     |MANGUEIRA BASE 1X900                      |     12|UN          |    18,0000|000       |          82,11|   100,0000|         164,22|           1,0000|           1,0000|S    |S      |   331025  |40092110      |     0,0000|P.P.                                                          |                                                              
ERFA-16-12-P    |PINO ENGATE HIDRAULICO 6500-16 3/4N       |      5|UN          |     0,0000|060       |          23,20|   100,0000|          46,40|           0,0000|           9,0000|N    |S      |   331053  |84812090      |     0,0000|PINO ENGATE HIDRAULICO 1" COM ROSCA 3/4 NPT                   |                                                              
TMW.1/2X2000    |MANGUEIRA TMW 1/2X2000                    |     12|UN          |    18,0000|000       |          46,60|   100,0000|          93,20|           0,0000|           0,0000|S    |S      |   331066  |40092110      |     0,0000|MEDIDA: P.P.                                                  |                                                              
106-20-16       |TERMINAL FLANGE 30 2X1                    |      2|UN          |    18,0000|000       |          26,00|   100,0000|          52,00|           1,0000|          13,0000|N    |S      |   331093  |73071920      |     0,0000|                                                              |                                                              
VITAL 20X1280   |MANGUEIRA VITAL 1.1/4X1280 C/PROTECAO     |     12|UN          |    18,0000|000       |         164,28|   100,0000|         328,56|           1,0000|           1,0000|S    |S      |   331102  |              |     0,0000|MEDIDA P.P.                                                   |                                                              
HELENA 12X1400  |TUBO FLEXIVEL TOMBACK 3/4X1400 SMT1       |      7|UN          |    18,0000|000       |          90,00|   100,0000|         180,00|           0,0000|          30,0000|N    |S      |   331128  |83079000      |     0,0000|TOMBACK SMT1 3/4X1400 P.P. MF3/4 + FG 1.1/16JIC               |ACOMPANHA 01-2021-12-12                                       
HELENA 8X1000   |TUBO FLEXIVEL TOMBACK 1/2X1000 SMT1       |      7|UN          |     0,0000|060       |          42,83|   100,0000|          85,66|           0,0000|           8,0000|N    |S      |   331130  |83079000      |     0,0000|TUBO FLEXIVEL TOMBACK 1/2X1000 P.P. MF1/2 + FG 3/4JIC         |ACOMPANHA 01-2021-8-8                                         
2027-4-4        |ADAPTADOR 2027 7/16 X 7/16 JIC            |      8|UN          |     0,0000|060       |           2,50|   100,0000|           5,00|           0,0000|          53,0000|N    |S      |   331146  |73071920      |     0,0000|                                                              |                                                              
2027-5-5        |ADAPTADOR 2027 1/2J X 1/2J                |      8|UN          |     0,0000|060       |           3,00|   100,0000|           6,00|           0,0000|         487,0000|N    |S      |   331148  |73071920      |     0,0000|                                                              |                                                              
SERRANA 1400    |MANGUEIRA SERRANA 1/2X1400                |     12|UN          |    18,0000|000       |          34,22|   100,0000|          68,44|           0,0000|           0,0000|S    |S      |   331178  |40092110      |     0,0000|MEDIDA: P.P.                                                  |                                                              
TARUGO 1        |TARUGO NYLON 25MM 0.60MT                  |      6|UN          |    18,0000|000       |          20,98|   100,0294|          41,97|           1,0000|           2,3000|N    |S      |   331190  |              |     0,0000|                                                              |                                                              
109-12-H100-62  |TERMINAL FLANGE 90 H100 1.5/8X3/4 COD62   |      2|UN          |    18,0000|000       |          31,19|   100,0000|          62,38|           0,0000|          -3,0000|N    |S      |   331221  |              |     0,0000|                                                              |                                                              
CRISTAL 1/8     |MANGUEIRA CRISTAL 6 X 1/8                 |      1|MT          |    18,0000|000       |           0,67|   100,0000|           1,34|           1,0000|        -109,0000|N    |S      |   331238  |39173900      |     0,0000|                                                              |                                                              
PL08-01         |COTOVELO MACHO GIR INST 08X1/8            |     20|UN          |    18,0000|000       |           1,43|   100,0000|           2,86|           0,0000|         578,0000|N    |S      |   331268  |39174090      |     0,0000|COD 3M 39542                                                  |                                                              
SERRANA 6X1040  |MANGUEIRA SERRANA 3/8X1000                |     12|UN          |    18,0000|000       |          29,79|   100,0335|          59,59|           1,0000|           1,0000|S    |S      |   331317  |40092100      |     0,0000|MEDIDA P.P.                                                   |                                                              
SERRANA 6X1100  |MANGUEIRA SERRANA 3/8X1100                |     12|UN          |    18,0000|000       |          31,10|   100,0000|          62,20|           1,0000|           1,0000|S    |S      |   331319  |40092110      |     0,0000|MEDIDA P.P.                                                   |                                                              
PL-08-02        |COTOVELO MACHO GIR INST 08X1/4            |     20|UN          |    18,0000|000       |           1,80|   100,0000|           3,60|           1,0000|        4893,0000|N    |S      |   331326  |39174090      |     0,0000|COD 3M 39453                                                  |                                                              
2081-4-2        |REDUCAO 2081 1/4N X 1/8N                  |      8|UN          |     0,0000|060       |           5,00|   100,0000|          10,00|           0,0000|          69,0000|N    |S      |   331390  |73071920      |     0,0000|                                                              |                                                              
109-20-16 DI    |TERMINAL FLANGE 90 2X1 DI                 |      2|UN          |    18,0000|000       |         105,40|   100,0000|         210,80|           1,0000|           6,0000|N    |S      |   331433  |84329000      |     0,0000|                                                              |                                                              
ORS90-16-16 DI  |TERMINAL ORS 90 1.7/16 X 1 DI             |      2|UN          |    18,0000|000       |          69,00|   100,0000|         138,00|           1,0000|           2,0000|N    |S      |   331434  |84329000      |     0,0000|                                                              |                                                              
2024-16-12      |COTOVELO 90 2024 1N X 1.1/16J             |      8|UN          |     0,0000|060       |          26,00|   100,0000|          52,00|           0,0000|          19,0000|N    |S      |   331436  |73071920      |     0,0000|                                                              |                                                              
BASE 4X300      |MANGUEIRA BASE 1/4X300                    |     12|UN          |    18,0000|000       |          12,95|   100,0000|          25,90|           1,0000|           1,0000|S    |S      |   331444  |40092110      |     0,0000|MEDIDA: P.P.                                                  |                                                              
HG311-12-3      |TERMINAL FG BOL M12X3/16                  |      2|UN          |    18,0000|000       |           3,37|   100,1219|           6,74|           0,0000|          11,0000|N    |S      |   331499  |84329000      |     0,0000|                                                              |                                                              
ORS-16-16 MF    |TERMINAL MF ORS 1.7/16X1                  |      2|UN          |     0,0000|060       |          22,00|   100,0000|          44,00|           0,0000|          25,0000|N    |S      |   331500  |73071920      |     0,0000|                                                              |                                                              
ORS-8-8 MF      |TERMINAL MF ORS 13/16X1/2                 |      2|UN          |    18,0000|000       |           8,80|   100,0000|          17,60|           0,0000|          49,0000|N    |S      |   331501  |84329000      |     0,0000|                                                              |                                                              
GARCIA 3/8X700  |MANGUEIRA GARCIA 3/8X700 TEFLON           |     12|UN          |    18,0000|000       |          30,25|   100,0000|          60,50|           0,0000|          -2,0000|S    |S      |   331505  |              |     0,0000|MEDIDA: S/M                                                   |                                                              
GARCIA 3/8X550  |MANGUEIRA GARCIA 3/8X550                  |     12|UN          |    18,0000|000       |          26,72|   100,0370|          53,45|           0,0000|          -2,0000|S    |S      |   331506  |              |     0,0000|MEDIDA: P.P.                                                  |                                                              
GARCIA 3/8X500  |MANGUEIRA GARCIA 3/8X500                  |     12|UN          |    18,0000|000       |          28,55|   100,0000|          57,10|           0,0000|          -2,0000|S    |S      |   331507  |              |     0,0000|MEDIDA: P.P. POSICAO: 0§                                      |                                                              
GARCIA 3/8X165  |MANGUEIRA GARCIA 3/8X165                  |     12|UN          |    18,0000|000       |          19,17|   100,0520|          38,35|           0,0000|          -2,0000|S    |S      |   331508  |              |     0,0000|MEDIDA: P.P.                                                  |                                                              
GARCIA 5X190    |MANGUEIRA GARCIA 5/16X190                 |     12|UN          |    18,0000|000       |          11,46|   100,0000|          22,92|           0,0000|          -2,0000|S    |S      |   331509  |              |     0,0000|MEDIDA: P.P. UMA DAS EXTREMIDADES E PRENSADA DIRETO NA        |BOMBA                                                         
GARCIA 3/8X112  |MANGUEIRA GARCIA 3/8X112                  |     12|UN          |    18,0000|000       |          11,33|   100,0000|          22,66|           0,0000|          -2,0000|S    |S      |   331510  |              |     0,0000|MEDIDA: P.P. 01 DAS EXTREMIDADES E PRENSADA DIRETO NA         |BOMBA                                                         
PC12-02         |CONECTOR MACHO INST 12X1/4                |      3|UN          |    18,0000|000       |           2,42|   100,0000|           4,84|           0,0000|         957,0000|N    |S      |   331561  |74122000      |     0,0000|                                                              |                                                              
PC08-04         |CONECTOR MACHO INST 08X1/2 COD 39562      |      3|UN          |    18,0000|000       |           2,84|   100,0000|           5,68|           0,0000|        1480,0000|N    |S      |   331563  |74122000      |     0,0000|                                                              |                                                              
PC12-03         |CONECTOR MACHO INST 12X3/8                |      3|UN          |    18,0000|000       |           2,63|   100,0000|           5,26|           0,0000|         152,0000|N    |S      |   331568  |74122000      |     0,0000|                                                              |                                                              
HG325-12-3      |TERMINAL BOL 90 12X3/16                   |      4|UN          |    18,0000|000       |           5,44|   100,1250|          10,89|           1,0000|          -4,0000|N    |S      |   331582  |84329000      |     0,0000|                                                              |                                                              
PE04            |TEE UNIAO INST 04MM                       |     20|UN          |    18,0000|000       |           0,95|   100,0000|           1,90|           0,0000|         153,0000|N    |S      |   331619  |39174090      |     0,0000|                                                              |                                                              
